"","DEVICE_TYPE_W114","LANG_W114","FORM_W114","XRELIG_W114","CONF_a_W114","CONF_b_W114","CONF_c_W114","CONF_d_W114","CONF_e_W114","CONF_f_W114","CONF_g_W114","CONF_i_W114","CONF_j_W114","WINLOSE_W114","SCI_US1_W114","SCI_US2_W114","SCI_US3_W114","POLICY1_W114","POLICY1B_W114","POLICY2_W114","POLICY3_W114","MH_TRACK_a_W114","MH_TRACK_b_W114","MH_TRACK_c_W114","MH_TRACK_d_W114","MH_TRACK_e_W114","COVIDEGFP_a_W114","COVIDEGFP_b_W114","COVIDEGFP_c_W114","COVIDEGFP_d_W114","COVIDEGFP_g_W114","FAUCI_W114","CVDVAR2_W114","MH_TRACK_CV_W114","HLTHOFCL1_CREDIT_W114","HLTHOFCL1_OWNVIEWS_W114","HLTHOFCL1_UNPREPARED_W114","HLTHOFCL1_SLOW_W114","HLTHOFCL1_ASWELL_W114","HLTHOFCL1_FACTS_W114","HLTHOFCL1_DISMISS_W114","HLTHOFCL1_INTERFERE_W114","HLTHOFCL2_W114","CVD_PROBS_PARTISAN_W114","CVD_PROBS_COMPLEX_W114","CVD_PROBS_NOCOMPLY_W114","CVD_PROBS_FALSEMIS_W114","CVD_PROBS_OVEREAX_W114","COVID_INFECT_a_W114","COVID_INFECT_b_W114","COVID_VAXDMOD_W114","COVID_BOOST_W114","VAXBOOST3_W114","UKRFOL_W114","UKR_SPRT_W114","UA_CONC_a_W114","UA_CONC_b_W114","UA_CONC_d_W114","UA_CONC_e_W114","UA_CONC_f_W114","CHURCHPOL_W114","REL1_W114","REL2_W114","DIVRELPOP_W114","KEEPOUT_W114","CHURCH_CAND_W114","RELIG_INFL1_W114","RELIG_INFL2_W114","RELIG_FRIENDLY_a_W114","RELIG_FRIENDLY_b_W114","RELIG_FRIENDLY_c_W114","RELIG_FRIENDLY_d_W114","SCOTUS_REL_W114","SCOTUS_RELa_W114","SCTEFFECT_a_W114","SCTEFFECT_b_W114","SCTEFFECT_c_W114","SCTEFFECT_d_W114","SCTEFFECT_e_W114","RELFAV_a_W114","RELFAV_b_W114","RELFAV_c_W114","RELFAV_d_W114","RELFAV_e_W114","RELFAV_f_W114","RELFAV_i_W114","REL4_a_W114","REL4_b_W114","REL4_c_W114","REL4_d_W114","REL4_e_W114","REL4_f_W114","REL4_i_W114","ESSENT_a_W114","ESSENT_b_W114","ESSENT_g_W114","ESSENT_h_W114","ESSENT_i_W114","ESSENT_j_W114","ESSENT_k_W114","BIBLE_INFL1_W114","BIBLE_INFL2_W114","NATCHRa_W114","NATCHRb_W114","NATCHRc_W114","NATCHROE1_W114","NATCHROE2_W114","NATCHROE3_W114","CHRNAT1a_W114","CHRNAT1b_W114","CHRNAT1OE1_W114","CHRNAT1OE2_W114","CHRNAT1OE3_W114","CLIN_TRIAL1_W114","CLIN_TRIAL2_W114","RQ2_F1A_W114","RQ2_SCI_W114","MPX_HEARD_W114","MPX_PERF_W114","MPXTHREAT_MPUBHLTH_W114","MPXTHREAT_MPERSHLTH_W114","MPX_ACTION_W114","MPX_VAX_W114","MHEALTH3_W114","MHEALTH3_W64","MHEALTH3_W66","MHEALTH3_W83","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","F_METRO","F_CREGION","F_CDIVISION","F_USR_SELFID","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS_RECODE","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W114","trust","COVID_vaccinated"
"29",2,1,2,1,4,4,1,1,3,1,1,2,1,2,1,1,2,NA,1,2,2,1,1,1,1,2,4,NA,2,4,4,2,2,1,NA,NA,NA,NA,5,1,1,1,4,1,3,4,4,1,4,4,3,2,NA,3,1,5,5,4,5,5,2,2,2,2,2,1,2,2,3,2,3,1,1,3,3,3,1,3,3,1,2,4,4,5,5,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,1,4,1,3,3,2,4,1,1,1,1,1,9,1,1,4,8,3,3,1,3,1,2,NA,1,1,1,1,1,1,1,2,1,3,4,1,1,1,9,1,1,2,1,3,1.3566174151541,"N","N"
"30",1,1,1,1,3,4,2,2,2,2,0,2,1,1,2,2,3,1,NA,1,3,2,2,NA,2,4,4,2,NA,2,1,2,2,1,4,2,4,4,NA,NA,NA,NA,2,2,2,2,2,1,3,4,2,2,NA,3,2,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,3,2,1,3,3,3,3,3,3,1,3,3,2,5,4,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,5,4,20,NA,NA,NA,NA,NA,1,1,2,2,4,5,2,3,2,4,NA,NA,3,1,1,1,2,1,4,8,1,3,2,2,3,2,NA,1,1,1,1,1,6,1,1,1,2,3,1,1,1,3,1,2,2,2,2,0.634790127977089,"N","Y"
"31",1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,NA,3,2,1,1,1,1,2,4,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,2,3,4,3,2,1,1,2,2,3,2,1,1,1,1,2,3,2,2,2,2,2,3,2,2,1,2,2,2,2,1,3,1,3,2,99,3,3,2,3,2,6,3,6,6,6,5,6,2,1,2,2,1,1,2,1,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,2,2,1,1,2,2,1,1,1,1,2,2,9,1,2,3,2,4,2,2,4,2,NA,1,2,2,1,1,5,1,1,1,2,2,NA,2,3,3,1,3,1,1,2,0.40769998996784,"Y","Y"
"32",2,1,1,1,3,3,1,2,3,2,0,2,2,2,3,1,3,2,NA,2,3,1,1,1,3,4,4,3,NA,3,2,3,2,1,3,3,2,3,NA,NA,NA,NA,3,2,2,3,1,2,3,4,1,2,2,4,3,3,4,5,3,5,3,2,2,1,1,2,2,2,3,1,3,2,2,3,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,10,11,NA,NA,NA,NA,NA,NA,1,1,2,2,3,2,2,3,2,3,1,1,1,3,2,2,1,1,3,5,2,2,2,3,2,2,NA,1,1,1,1,1,3,1,2,1,5,1,NA,1,2,4,1,3,1,1,2,0.667413190712032,"N","Y"
"33",1,1,1,12,3,4,2,2,3,2,0,4,2,2,1,2,2,2,NA,2,99,1,2,1,2,3,4,4,NA,4,3,2,2,1,5,1,2,3,NA,NA,NA,NA,4,1,3,4,4,1,4,4,3,3,NA,4,4,4,3,3,4,2,2,2,2,3,2,1,2,2,3,1,3,2,1,2,3,3,3,3,3,3,3,3,3,6,3,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,2,3,3,2,4,1,1,NA,NA,2,9,99,1,4,9,3,4,1,2,4,2,NA,1,4,4,1,1,1,12,NA,3,5,1,NA,1,1,4,1,2,3,2,2,0.242230893714001,"N","N"
"34",1,1,2,1,2,3,1,2,2,2,2,1,1,2,2,1,3,NA,1,1,1,1,1,1,NA,1,3,NA,2,3,2,3,2,1,NA,NA,NA,NA,3,4,3,3,2,2,2,1,2,2,3,3,1,1,1,1,3,4,3,2,4,2,2,1,2,2,1,2,2,2,3,2,3,1,1,3,1,3,99,3,3,1,3,3,1,4,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,6,30,NA,NA,2,99,0,2,3,2,2,2,2,3,1,1,1,NA,1,9,2,1,2,4,2,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,3,1,2,2,1,2,0.366546145531398,"Y","Y"
"35",2,1,1,1,2,3,1,1,2,1,0,1,2,1,2,1,3,2,NA,1,3,2,2,2,2,1,2,2,NA,1,1,3,1,1,3,2,2,3,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,2,1,3,3,2,3,3,2,3,2,2,2,3,2,1,2,2,2,2,2,1,1,3,1,3,1,3,3,1,2,5,3,6,5,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,11,10,NA,NA,NA,NA,NA,NA,1,1,2,2,3,2,2,3,2,3,1,2,NA,3,2,2,1,1,2,3,3,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,6,1,2,2,2,2,0.379758805258001,"Y","Y"
"36",1,1,1,1,3,4,1,2,2,1,0,2,1,2,1,1,3,2,NA,1,3,3,1,1,4,4,4,4,NA,2,1,3,2,2,4,1,2,3,NA,NA,NA,NA,2,3,1,1,1,2,2,3,1,1,1,2,2,1,1,1,1,2,3,1,2,1,1,2,2,2,3,2,3,2,2,3,3,3,3,3,3,4,1,5,1,2,3,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,1,2,2,11,31,NA,NA,NA,NA,NA,NA,2,2,2,2,4,5,3,3,2,3,2,1,1,3,2,2,2,1,3,6,2,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,1,4,1,1,1,9,1,2,1,2,3,0.352783310020686,"N","Y"
"37",2,1,2,3,3,2,2,1,3,1,1,2,2,1,1,1,3,NA,2,99,3,1,1,1,2,2,1,NA,3,2,1,1,2,1,NA,NA,NA,NA,2,3,2,1,2,3,1,2,2,3,2,2,1,1,1,2,3,3,1,2,2,2,3,2,2,1,2,99,2,99,2,1,1,1,2,99,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,2,1,0,1,3,2,2,3,2,3,1,2,1,2,2,2,2,1,4,8,2,4,2,1,5,2,NA,1,1,1,1,1,1,3,2,4,2,2,NA,2,3,9,1,3,3,1,3,0.368668146161913,"N","Y"
"38",1,1,1,2,3,2,2,2,3,1,0,2,1,1,1,1,1,1,NA,2,1,3,2,1,3,2,1,2,NA,1,1,1,2,1,1,2,2,2,NA,NA,NA,NA,2,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,1,2,1,3,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,5,3,4,3,3,5,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,3,2,2,2,3,3,2,2,2,2,1,4,9,2,4,2,2,3,1,1,1,1,3,1,1,1,2,1,2,4,2,NA,2,3,6,1,3,NA,2,2,3.52674083732852,"N","Y"
"39",2,1,1,12,4,3,2,4,4,2,0,3,3,1,2,2,3,1,NA,1,2,1,1,1,3,1,4,4,NA,4,4,2,2,1,2,4,4,4,NA,NA,NA,NA,4,3,3,3,1,1,2,3,3,3,NA,4,1,3,4,4,3,3,1,99,1,3,1,2,2,2,3,2,3,2,2,3,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,11,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,4,4,3,3,2,4,1,1,2,NA,2,2,2,1,2,3,3,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,5,4,1,1,2,1,1,3,4,99,1,1.46486190004317,"N","N"
"40",2,1,1,12,3,3,2,2,2,2,0,2,1,2,1,1,3,2,NA,1,1,1,1,1,2,2,4,2,NA,2,2,2,2,1,3,2,1,3,NA,NA,NA,NA,3,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,3,1,2,2,3,3,2,3,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,3,1,2,2,1,2,2,1,1,4,8,3,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,5,1,NA,1,2,6,1,3,2,2,2,0.838903377573,"N","Y"
"41",2,1,2,2,4,4,3,3,4,4,4,4,1,99,2,99,3,NA,1,2,3,1,1,1,1,3,4,NA,4,4,2,2,2,1,NA,NA,NA,NA,5,1,1,1,4,1,2,3,1,1,3,3,1,1,99,5,3,4,2,2,3,2,1,1,2,3,1,2,2,2,3,1,3,2,2,3,3,3,3,3,3,3,2,4,2,3,5,3,1,1,2,1,1,1,2,1,2,3,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,0,2,4,5,2,3,2,4,1,NA,1,3,9,99,2,1,1,2,2,3,2,1,5,1,2,1,4,3,1,1,1,2,2,2,4,3,1,1,1,6,1,2,2,2,2,0.655203387154413,"N","Y"
"42",2,1,1,1,4,4,1,1,2,1,0,99,1,2,1,1,2,1,NA,2,1,3,2,2,3,2,99,3,NA,2,1,3,2,1,3,2,2,3,NA,NA,NA,NA,2,1,2,99,1,2,3,4,1,1,1,4,2,2,4,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,1,1,6,1,2,6,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,1,99,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,4,5,3,3,2,4,2,3,3,3,2,2,2,1,2,3,2,3,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,2,9,1,3,2,1,2,0.363894873320499,"N","Y"
"43",2,1,1,12,2,2,2,3,3,1,0,2,2,2,2,1,3,1,NA,1,3,4,4,4,2,2,1,4,NA,1,3,1,2,2,1,1,2,1,NA,NA,NA,NA,2,1,2,1,1,4,3,2,1,1,3,2,3,4,2,3,2,2,1,3,3,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,4,5,6,2,3,1,2,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,2,42,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,3,3,3,NA,2,2,2,1,3,5,2,3,2,1,5,2,NA,1,1,1,1,1,1,12,NA,3,5,2,NA,2,4,7,1,5,3,1,2,0.307128227114774,"Y","Y"
"44",2,1,1,1,2,2,2,2,2,2,0,2,2,1,2,2,1,1,NA,1,3,2,2,1,2,2,2,3,NA,2,1,3,2,2,3,3,3,3,NA,NA,NA,NA,3,2,1,2,2,2,2,99,2,98,NA,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,3,1,1,1,2,2,3,2,NA,1,2,2,1,1,1,1,3,1,1,5,2,NA,1,3,5,1,1,6,1,2,1,4,2,NA,2,3,2,1,2,1,2,1,0.384703402476363,"Y","Y"
"45",1,1,1,12,3,3,2,2,3,3,0,2,2,2,1,1,3,2,NA,1,3,2,1,1,2,1,4,2,NA,3,2,2,2,1,3,2,3,3,NA,NA,NA,NA,2,3,2,1,1,2,3,4,3,2,NA,3,4,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,3,2,2,3,3,3,1,1,3,3,3,3,3,4,3,3,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,5,2,2,2,4,1,2,2,1,2,2,2,1,3,7,2,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,3,1,2,2,2,2,0.357378580590886,"N","N"
"46",2,1,1,1,4,3,1,2,2,3,0,2,2,2,1,1,3,2,NA,1,2,2,1,1,4,1,4,4,NA,4,2,2,2,1,3,1,2,4,NA,NA,NA,NA,4,1,2,4,1,1,3,3,1,2,2,4,2,4,3,1,3,4,1,3,2,2,2,1,2,2,3,3,3,3,2,2,2,1,2,2,1,3,3,4,2,4,5,4,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,4,5,2,2,2,3,1,1,1,2,9,9,2,2,3,6,3,4,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,2,NA,2,3,5,1,2,3,2,2,0.390068588174455,"N","Y"
"47",2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,NA,3,1,1,3,2,4,2,2,3,NA,2,3,2,3,2,1,NA,NA,NA,NA,3,4,2,3,2,2,1,3,2,3,2,3,1,2,1,3,1,4,3,2,3,2,1,3,99,3,1,2,2,2,1,1,2,1,2,99,1,2,2,3,3,6,3,3,3,6,3,3,2,1,2,1,2,1,1,2,2,3,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,4,2,2,2,2,3,3,1,NA,2,2,2,9,1,1,2,2,3,2,1,5,2,NA,1,1,1,1,1,5,2,2,2,6,3,1,1,2,3,1,3,1,1,2,0.366456117669944,"Y","Y"
"48",2,1,1,1,3,3,2,2,3,2,0,2,2,2,2,1,1,1,NA,2,3,1,1,2,2,1,3,2,NA,2,1,3,2,1,3,4,1,4,NA,NA,NA,NA,2,3,1,1,2,3,3,3,1,2,2,3,2,4,2,2,2,3,3,3,3,3,1,2,1,1,3,1,3,2,2,3,3,3,1,3,3,2,3,3,2,5,4,3,1,1,2,1,1,1,1,1,1,3,3,1,2,1,3,NA,2,2,2,5,20,NA,NA,NA,NA,NA,NA,1,1,2,2,4,5,3,3,2,4,1,NA,1,1,2,2,2,1,1,2,2,4,2,1,6,2,NA,1,1,1,1,1,6,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,0.389393105971821,"N","Y"
"49",2,1,1,1,4,4,3,2,2,4,0,4,1,2,1,2,2,2,NA,2,2,1,1,1,3,1,4,4,NA,4,4,2,2,1,5,1,1,1,NA,NA,NA,NA,4,1,4,4,1,1,4,4,3,3,NA,1,2,5,5,2,5,1,2,2,2,3,1,2,2,2,3,2,3,2,2,3,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,3,3,2,4,1,1,2,NA,1,1,2,1,4,8,2,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,3,1,1,1,9,1,2,2,1,2,0.288301305004698,"N","N"
"50",2,1,1,1,3,4,1,2,3,2,0,2,1,2,1,1,3,2,NA,1,3,1,1,1,3,1,4,1,NA,3,1,2,2,1,4,2,2,2,NA,NA,NA,NA,2,1,2,3,1,1,4,4,1,2,2,3,3,4,1,2,2,4,3,1,99,2,2,1,2,1,3,1,3,2,2,3,2,1,3,2,1,2,1,3,2,5,4,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,2,1,2,2,3,2,3,3,2,4,1,1,1,NA,9,1,9,2,2,4,3,4,2,1,6,2,NA,1,1,1,1,1,1,1,2,1,2,1,NA,1,1,9,1,2,2,1,3,0.400700011344612,"N","Y"
"51",1,1,1,1,4,4,2,3,4,3,0,4,1,2,1,2,3,2,NA,2,3,1,1,1,1,1,4,4,NA,3,1,2,1,1,5,1,1,3,NA,NA,NA,NA,4,1,3,4,1,1,1,4,3,3,NA,2,1,3,5,4,4,2,1,1,2,2,1,2,2,2,3,2,3,1,2,3,1,3,1,3,3,1,3,3,3,5,3,3,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,11,NA,NA,NA,NA,NA,NA,1,2,2,2,3,5,3,3,2,4,1,1,1,1,2,1,2,1,4,9,2,4,1,2,4,2,NA,1,4,4,1,1,6,1,1,1,2,1,NA,1,1,5,1,2,2,2,2,0.252875946881763,"N","N"
"52",1,1,2,10,4,3,1,4,2,2,2,2,2,2,1,2,3,NA,3,2,2,1,2,1,2,1,3,NA,3,2,2,1,2,1,NA,NA,NA,NA,3,4,3,1,3,2,2,2,2,1,3,4,1,1,1,1,2,4,1,2,4,3,1,3,3,1,1,2,2,1,1,1,1,2,2,1,3,3,3,3,3,4,3,3,3,3,3,3,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,6,99,NA,NA,2,2,0,1,3,5,3,3,2,4,1,1,1,1,2,2,2,2,2,4,3,3,1,1,5,2,NA,1,1,1,1,1,1,10,NA,3,6,3,1,1,2,9,3,3,2,1,3,0.458277314897105,"N","Y"
"53",2,1,2,12,4,3,1,1,3,2,2,2,1,2,1,1,2,NA,3,2,1,2,3,2,2,1,4,NA,2,4,1,3,1,1,NA,NA,NA,NA,3,3,1,2,3,1,3,2,2,2,2,1,1,2,1,2,4,2,3,4,3,3,3,3,2,3,1,2,2,2,2,2,3,2,2,3,3,3,2,3,3,4,3,4,2,4,3,3,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,0,2,3,3,2,3,2,4,2,2,2,2,2,2,2,1,4,8,2,4,1,2,3,2,NA,1,1,1,1,1,1,12,NA,3,5,1,NA,1,1,9,1,2,2,2,3,0.358814607353111,"N","Y"
"54",2,1,2,2,2,4,1,2,2,2,2,1,1,2,1,1,3,NA,3,1,3,3,1,1,3,1,3,NA,2,2,2,2,1,1,NA,NA,NA,NA,2,2,3,3,4,1,1,2,1,4,1,2,3,2,NA,3,3,3,2,2,3,2,3,2,2,3,1,2,2,2,1,1,1,3,2,1,2,3,3,3,3,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,3,2,1,1,1,3,1,1,3,1,NA,NA,NA,1,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,99,2,2,2,3,1,NA,1,2,3,1,3,3,2,2,0.562099782135664,"Y","N"
"55",1,1,2,12,4,3,2,3,4,3,3,2,2,99,2,1,3,NA,3,2,3,1,1,1,2,2,3,NA,2,3,2,3,2,1,NA,NA,NA,NA,3,3,3,4,2,1,2,3,2,1,3,3,3,3,NA,4,3,3,3,3,3,3,1,2,3,3,1,2,99,NA,2,1,2,2,2,1,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,99,0,2,3,2,3,3,2,3,1,1,NA,1,2,9,2,1,2,4,2,4,2,3,2,2,NA,1,1,1,1,1,5,12,NA,3,4,3,99,9,9,3,1,3,2,1,1,0.856919721411922,"N","N"
"56",1,1,1,1,2,2,1,2,2,1,0,1,1,1,1,99,3,2,NA,1,3,1,2,2,3,2,4,2,NA,2,2,3,2,1,2,2,1,3,NA,NA,NA,NA,2,1,2,2,1,1,3,3,1,2,2,5,2,3,2,2,2,3,3,3,2,1,2,2,1,1,3,1,2,2,2,3,3,3,3,3,1,1,2,3,2,4,3,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,3,NA,1,2,1,11,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,2,3,3,2,4,1,2,1,1,2,2,9,1,4,8,2,4,2,1,5,2,NA,1,1,1,1,1,6,1,1,1,2,3,1,1,2,3,1,3,2,1,2,0.334611844584934,"Y","Y"
"57",1,1,2,12,2,2,1,2,2,2,2,2,1,2,2,1,1,NA,2,1,3,2,3,1,2,2,3,NA,3,1,1,4,1,1,NA,NA,NA,NA,2,2,3,3,2,1,2,2,1,3,2,3,1,1,1,4,4,2,4,4,4,3,3,3,3,3,1,2,2,3,1,1,1,1,2,3,3,3,3,3,3,6,6,6,6,6,6,6,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,2,5,5,NA,NA,2,2,2,NA,NA,1,2,9,9,1,3,5,2,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,3,1,1,2,3,1,3,2,2,2,0.611999195544767,"Y","Y"
"58",1,1,2,1,3,2,2,3,2,1,1,1,2,1,1,1,3,NA,2,1,1,1,1,1,1,2,1,NA,1,2,1,1,2,1,NA,NA,NA,NA,3,3,1,2,2,1,2,1,1,4,3,3,1,1,1,1,2,4,1,1,2,2,1,3,3,1,1,2,2,3,2,1,2,1,2,1,3,3,2,3,2,5,4,3,3,3,3,2,1,1,1,1,1,1,1,1,2,3,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,5,51,65,NA,1,1,0,1,2,3,2,2,2,2,1,3,2,NA,2,1,2,1,3,6,2,3,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,3,2,2,3,9,1,3,1,1,3,0.27409958716696,"N","Y"
"59",2,1,2,1,4,4,3,3,4,4,4,4,2,2,1,2,2,NA,1,1,3,4,4,2,1,3,4,NA,4,4,3,2,2,1,NA,NA,NA,NA,5,1,1,3,4,3,4,4,1,1,4,4,3,2,NA,3,1,4,3,3,4,3,3,2,2,2,2,1,2,2,3,1,3,2,1,3,2,1,1,3,1,2,3,3,3,5,3,3,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,2,2,2,3,3,2,4,3,3,NA,3,2,1,2,1,2,3,2,4,1,1,5,2,NA,1,1,1,1,1,6,1,2,1,5,4,1,1,1,7,1,1,2,2,3,0.220391824636246,"N","N"
"60",1,1,1,1,4,4,1,2,2,3,0,1,1,2,1,1,2,2,NA,1,3,1,1,1,1,1,4,4,NA,4,1,2,2,1,5,1,1,4,NA,NA,NA,NA,3,4,3,4,2,1,4,4,1,2,2,1,2,4,1,1,3,2,2,3,2,2,2,2,2,2,3,1,3,1,1,3,1,3,1,3,3,1,2,4,2,4,4,4,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,20,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,3,2,4,1,1,3,3,2,1,1,1,2,3,3,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,9,1,1,2,1,3,0.361094571196713,"N","Y"
"61",1,1,2,1,3,2,2,2,3,2,2,2,2,2,2,1,3,NA,3,2,1,1,1,1,2,2,2,NA,99,3,2,2,2,1,NA,NA,NA,NA,4,3,3,2,3,1,2,1,2,3,2,2,1,2,1,3,3,3,2,3,3,3,3,1,3,3,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,6,3,6,3,6,3,6,2,1,2,1,1,2,2,1,3,3,2,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,3,2,1,2,2,4,1,2,2,1,2,2,2,1,2,3,2,3,2,1,6,2,NA,1,2,2,1,1,3,1,2,1,2,2,NA,2,4,99,1,4,2,2,99,0.393330390632986,"N","Y"
